№ п/п;№ ЖДЦ;ТИП;Грузоподъёмность ;№ акта;Дата браковки;Причина;Собственник
103;75123323;101;68;343;11.05.2022;Прикрытие;ао нтс
104;73315384;90;66;343;11.05.2022;Прикрытие;АО НТС
105;58643974;90;66;344;12.05.2022;Прикрытие;ао нтс
106;57208563;90;66;344;12.05.2002;Прикрытие;АО НТС
107;50480094;72;66;345;12.05.2022;Прикрытие;АО НТС
108;53866661;90;66;345;12.05.2022;Прикрытие;АО НТС
109;75058677;90;66;345;12.05.2022;НЕТ В БАЗЕ;?
110;73738783;90;66;345;12.05.2022;НЕИСПРАВНОСТЬ ТОРМОЗНОГО ЦЕЛИНДРА;АО НТС
111;54703475;106;66;346;13.05.2022;Прикрытие;АО НТС
112;75054700;106;66;346;13.05.2022;Прикрытие;АО НТС
113;75113829;106;66;347;13.05.2022;Прикрытие;АО НТС
114;58293994;66;66;347;13.05.2022;Прикрытие;
115;57429953;66;66;348;14.05.2022;Прикрытие;АО НТС
274;53254553;66;66;348;14.05.2022;Прикрытие;АО НТС
275;51526986;72;66;348;14.05.2022;тонкий гребень;АО НТС
276;73542581;90;66;349;14.05.2022;Прикрытие;АО НТС
277;73021966;90;66;349;14.05.2022;Прикрытие;АО НТС
278;58305608;66;66;349;14.05.2022;раковина боковой рамы;АО НТС
279;51413037;66;65;349;14.05.2022;акт под д/т;АО НТС
280;73971962;66;66;350;14.05.2022;Прикрытие;АО НТС
281;57200495;90;66;350;14.05.2022;Прикрытие;ТРАНСОЙЛ
282;58278201;66;68;350;14.05.2022;нт собствнника;
283;50652155;66;68;350;14.05.2022;Выбита модернизация буксы;РН ТРАНС
284;51837193;66;66;351;14.05.2022;Прикрытие;"АО ""НТС"""
285;51020162;66;68;351;14.05.2022;Прикрытие;"АО ""НТС"""
286;50785971;79;66;351;14.05.2022;тонкий гребень;"АО ""НТС"""
287;75101014;101;68;351;14.05.2022;тонкий гребень;"АО ""НТС"""
288;57215691;66;66;351;14.05.2022;не исправен поглощающий аппарат;
289;70718507;62;66;352;15.05.2022;Прикрытие;"АО ""НТС"""
290;57289191;66;66;352;15.05.2022;Прикрытие;НефтеТрансСервис
291;74927955;101;68;352;15.05.2022;тонкий гребень;"АО ""НТС"""
292;58293994;66;66;353;15.05.2022;Прикрытие;"АО ""НТС"""
293;73758088;90;66;353;15.05.2022;Прикрытие;"АО ""НТС"""
294;50432962;86;66;354;15.05.2022;Прикрытие;
295;54614102;66;66;354;15.05.2022;Прикрытие;"АО ""НТС"""
296;75104455;106;66;355;16.05.2022;Прикрытие;"АО ""НТС"""
297;50652122;66;66;355;16.05.2022;Прикрытие;РН ТРАНС
298;74918715;66;66;355;16.05.2022;до ремонта меньше 30дн.;"АО ""НТС"""
299;57044984;66;66;355;16.05.2022;выбита спираль пружины;"АО ""НТС"""
300;73227787;90;66;356;16.05.2022;Прикрытие;"АО ""НТС"""
301;75011528;66;66;356;16.05.2022;Прикрытие;ТРАНСОЙЛ
302;73316580;90;66;357;16.05.2022;Прикрытие;"АО ""НТС"""
303;50068550;106;66;357;16.05.2022;Прикрытие;"АО ""НТС"""
304;57227191;66;66;357;16.05.2022;Оторвана лестница;"АО ""НТС"""
305;58290701;106;66;358;16.05.2022;Прикрытие;"АО ""НТС"""
306;50050806;62;60;358;16.05.2022;Прикрытие;"АО ""НТС"""
307;51049104;62;60;358;16.05.2022;подача в ремонт;Оренбургнефть
308;73537581;90;66;359;16.05.2022;Прикрытие;"АО ""НТС"""
309;50401397;106;66;359;16.05.2022;Прикрытие;"АО ""НТС"""
310;50572981;62;60;360;17.05.2022;Прикрытие;ЭКЗА
311;53920013;72;66;360;17.05.2022;Прикрытие;ЭКЗА
312;57039729;66;66;361;18.05.2022;Прикрытие;НефтеТрансСервис
313;51158335;66;68;361;18.05.2022;Прикрытие;РН ТРАНС
314;51992667;66;66;361;18.05.2022;Запрет погрузки по АИС ТСД (вывод из аренды);НефтеТрансСервис
315;55305403;66;66;361;18.05.2022;тонкий гребень;ТРАНСОЙЛ
316;51457679;66;65;362;18.05.2022;Прикрытие;"АО ""НТС"""
317;75044768;101;68;362;18.05.2022;Прикрытие;"АО ""НТС"""
318;70724026;62;66;362;18.05.2022;подача в рмонт;"АО ""НТС"""
319;50553809;66;68;363;18.05.2022;Прикрытие;РН ТРАНС
320;50553767;66;68;363;18.05.2022;Прикрытие;РН ТРАНС
321;75104455;106;66;364;18.05.2022;Прикрытие;АО НТС
322;50652122;66;68;364;18.05.2022;Прикрытие;ЭКЗА
323;57044984;66;66;364;18.05.2022;выбита спиральная пружина;ТРАНСОЙЛ
324;58290701;106;66;365;19.05.2022;Прикрытие;"АО ""НТС"""
325;50050806;62;60;365;19.05.2022;Прикрытие;РН ТРАНС
326;55645956;66;66;366;19.05.2022;Прикрытие;ТРАНСОЙЛ
327;73241184;90;66;366;19.05.2022;Прикрытие;ТРАНСОЙЛ
328;57216582;106;66;366;19.05.2022;тонкий гребень;ТРАНСОЙЛ
329;74918715;66;66;366;19.05.2022;просрочн дп.рмонт;нтс
330;73172884;90;66;366;19.05.2022;тонкий гребень;ТРАНСОЙЛ
331;57409674;90;66;366;19.05.2022;тонкий гребень;"АО ""НТС"""
332;58305608;66;66;367;19.05.2022;Прикрытие;"АО ""НТС"""
333;50939685;106;66;367;19.05.2022;Прикрытие;"АО ""НТС"""
334;50076686;90;66;367;19.05.2022;нет акта годности;"АО ""НТС"""
335;73738783;90;66;367;19.05.2022;подача в рмонт;"АО ""НТС"""
336;75104455;106;66;368;20.05.2022;Прикрытие;"АО ""НТС"""
337;50652122;66;68;368;20.05.2022;Прикрытие;РН ТРАНС
338;75008367;106;66;368;20.05.2022;тонкий гребень;ТРАНСОЙЛ
339;57344921;66;66;369;20.05.2022;Прикрытие;"АО ""НТС"""
340;73655888;90;66;369;20.05.2022;Прикрытие;ТРАНСОЙЛ
341;57317992;106;66;370;20.05.2022;Прикрытие;ТРАНСОЙЛ
342;50623677;66;68;370;20.05.2022;Прикрытие;РН ТРАНС
343;50690791;66;68;370;20.05.2022;Нет спиральной пружины;ТРАНСОЙЛ
344;50001288;62;60;371;21.05.2022;Прикрытие;ЭКЗА
345;57277634;66;66;371;21.05.2022;Прикрытие;НефтеТрансСервис
346;55050926;66;66;372;21.05.2022;Прикрытие;"АО ""НТС"""
347;57370603;66;66;372;21.05.2022;Прикрытие;НефтеТрансСервис
348;54026588;66;66;372;21.05.2022;НЕТ В БАЗЕ;?
349;57344921;66;66;373;21.05.2022;Прикрытие;"АО ""НТС"""
350;73655888;90;66;373;21.05.2022;Прикрытие;ТРАНСОЙЛ
351;51205144;66;66;373;21.05.2022;Нестрандартный продукт (про-ка);ТРАНСОЙЛ
352;57336695;62;66;374;22.05.2022;Прикрытие;"АО ""НТС"""
353;50438605;90;66;374;22.05.2022;Прикрытие;"АО ""НТС"""
354;50001288;62;60;375;22.05.2022;Прикрытие;РН ТРАНС
355;57277634;66;66;375;22.05.2022;Прикрытие;РН ТРАНС
356;52096294;90;66;376;22.05.2022;Прикрытие;"АО ""НТС"""
357;73100232;90;66;376;22.05.2022;Прикрытие;"АО ""НТС"""
358;55645956;66;66;377;23.05.2022;Прикрытие;ТРАНСОЙЛ
359;73241184;90;66;377;23.05.2022;Прикрытие;ТРАНСОЙЛ
360;52096294;90;66;378;23.05.2022;Прикрытие;"АО ""НТС"""
361;73100232;90;66;378;23.05.2022;Прикрытие;"АО ""НТС"""
362;50936962;106;66;379;23.05.2022;Прикрытие;"АО ""НТС"""
363;53866869;106;66;379;23.05.2022;Прикрытие;"АО ""НТС"""
364;57177941;106;66;380;24.05.2022;Прикрытие;"АО ""НТС"""
365;57216418;66;66;380;24.05.2022;Прикрытие;"АО ""НТС"""
366;74909805;92;66;381;24.05.2022;Прикрытие;"АО ""НТС"""
367;50050707;62;60;381;24.05.2022;Прикрытие;РН ТРАНС
368;51459535;66;65;381;24.05.2022;тонкий гребень;"АО ""НТС"""
369;57731093;66;68;382;24.05.2022;Прикрытие;"АО ""НТС"""
370;51882074;106;66;382;24.05.2022;Прикрытие;"АО ""НТС"""
371;51113926;66;66;382;24.05.2022;раковина боковой рамы;"АО ""НТС"""
372;57215691;66;66;382;24.05.2022;НЕТ В БАЗЕ;?
373;58293994;66;66;383;24.05.2022;Прикрытие;
374;73910143;106;66;383;24.05.2022;Прикрытие;"АО ""НТС"""
375;54081344;90;66;383;24.05.2022;износ фрик.клина;
376;51182681;72;66;384;25.05.2022;Прикрытие;"АО ""НТС"""
377;55948079;106;66;384;25.05.2022;Прикрытие;"АО ""НТС"""
378;51693083;86;66;384;25.05.2022;вц не осмотрена под налив;ТРАНСОЙЛ
379;57201048;106;66;385;25.05.2022;Прикрытие;ТРАНСОЙЛ
380;57410847;106;66;385;25.05.2022;Прикрытие;АО НТС
381;50770296;66;68;386;25.05.2022;Прикрытие;ТРАНСОЙЛ
382;58144049;90;66;386;25.05.2022;Прикрытие;ТРАНСОЙЛ
383;73554867;90;66;386;25.05.2022;тонкий гребень;АО НТС
384;51182681;72;66;387;26.05.2022;Прикрытие;"АО ""НТС"""
385;55948079;106;66;387;26.05.2022;Прикрытие;"АО ""НТС"""
386;50770296;66;68;388;26.05.2022;Прикрытие;ТРАНСОЙЛ
387;58144049;90;66;388;26.05.2022;Прикрытие;ТРАНСОЙЛ
388;53937603;86;66;388;26.05.2022;раковина боковой рамы;ТРАНСОЙЛ
389;54674452;66;66;389;26.05.2022;Прикрытие;ТРАНСОЙЛ
390;57432221;66;66;389;26.05.2022;Прикрытие;ТРАНСОЙЛ
391;51660207;86;66;389;26.05.2022;износ трубки запасного рез-ра;ТРАНСОЙЛ
392;54614763;66;66;390;26.05.2022;Прикрытие;НефтеТрансСервис
393;57432494;66;66;390;26.05.2022;Прикрытие;нет соб-ка
394;57408361;106;66;391;27.05.2022;Прикрытие;АО НТС
395;73543183;90;66;391;27.05.2022;Прикрытие;АО НТС
396;51833259;66;66;391;27.05.2022;на Ст. Кашпир;АО НТС
397;50567791;62;60;391;27.05.2022;расхожднение тары;АО НТС
398;58646399;92;66;392;27.05.2022;Прикрытие;АО НТС
399;51833754;66;66;392;27.05.2022;Прикрытие;АО НТС
400;73964454;66;66;392;27.05.2022;тонкий гребень;АО ННК
401;58283292;106;66;393;27.05.2022;Прикрытие;АО НТС
402;57112344;90;66;393;27.05.2022;Прикрытие;АО НТС
403;51710929;72;66;393;27.05.2022;прокачка;ТРАНСОЙЛ
404;57408361;106;66;394;28.05.2022;Прикрытие;АО НТС
405;73543183;90;66;394;28.05.2022;Прикрытие;АО НТС
406;58706227;66;66;394;28.05.2022;из под смт,3кл.обработки под аи-95;ТРАНСОЙЛ
407;54082482;106;66;394;28.05.2022;из под д/т,3кл.обработки под аи-95;ТРАНСОЙЛ
408;54071329;66;66;395;28.05.2022;Прикрытие;?
409;74921453;92;66;395;28.05.2022;Прикрытие;ТРАНСОЙЛ
410;51202703;66;66;395;28.05.2022;Сломана спиральная пружина;ТРАНСОЙЛ
411;51833259;66;66;396;28.05.2022;Прикрытие;"АО ""НТС"""
412;50567791;62;60;396;28.05.2022;Прикрытие;"АО ""НТС"""
413;57357022;66;66;397;28.05.2022;Прикрытие;НефтеТрансСервис
414;57309916;66;66;397;28.05.2022;Прикрытие;НефтеТрансСервис
415;75105239;106;66;397;28.05.2022;Прикрытие;"АО ""НТС"""
416;55947519;106;66;398;29.05.2022;Прикрытие;"АО ""НТС"""
417;51848059;90;66;398;29.05.2022;Прикрытие;"АО ""НТС"""
418;57357022;66;66;399;29.05.2022;Прикрытие;НефтеТрансСервис
419;57309916;66;66;399;29.05.2022;Прикрытие;НефтеТрансСервис
420;75105239;106;66;400;30.05.2022;Прикрытие;"АО ""НТС"""
421;57117004;90;66;400;30.05.2022;Прикрытие;"АО ""НТС"""
422;75033118;92;66;400;30.05.2022;тонкий гребень;"АО ""НТС"""
423;51259018;66;66;400;30.05.2022;тонкий гребень;"АО ""НТС"""
424;75087171;101;68;401;30.05.2022;Прикрытие;"АО ""НТС"""
425;74921453;92;66;401;30.05.2022;Прикрытие;ТРАНСОЙЛ
426;58706227;66;66;401;30.05.2022;из под смт,3кл.обработки под д/т-л;ТРАНСОЙЛ
427;73963514;92;66;402;30.05.2022;Прикрытие;"АО ""НТС"""
428;74909110;101;68;402;30.05.2022;Прикрытие;ТРАНСОЙЛ
429;50050640;66;66;403;31.05.2022;Прикрытие;"АО ""НТС"""
430;55674915;66;66;403;31.05.2022;Прикрытие;НефтеТрансСервис
431;75053256;106;66;404;31.05.2022;Прикрытие;"АО ""НТС"""
432;54750005;66;66;404;31.05.2022;Прикрытие;"АО ""НТС"""
433;70724026;62;66;404;31.05.2022;вц н обработана;"АО ""НТС"""
434;57573792;66;66;405;31.05.2022;Прикрытие;"АО ""НТС"""
435;57152035;90;66;405;31.05.2022;Прикрытие;"АО ""НТС"""
436;51576500;86;66;405;31.05.2022;сврх заявки;"АО ""НТС"""
437;50050640;66;66;403;31.05.2022;Прикрытие;"АО ""НТС"""
438;55674915;66;66;403;31.05.2022;Прикрытие;НефтеТрансСервис
439;75053256;106;66;404;31.05.2022;Прикрытие;"АО ""НТС"""
440;54750005;66;66;404;31.05.2022;Прикрытие;"АО ""НТС"""
441;70724026;62;66;404;31.05.2022;вц н обработана;"АО ""НТС"""
442;57573792;66;66;405;31.05.2022;Прикрытие;"АО ""НТС"""
443;57152035;90;66;405;31.05.2022;Прикрытие;"АО ""НТС"""
444;51676500;90;66;405;31.05.2022;сврх заявки;"АО ""НТС"""
1;57203523;90;66;406;01.06.2022;Прикрытие;"АО ""НТС"""
2;55949242;90;66;406;01.06.2022;Прикрытие;"АО ""НТС"""
3;57573792;66;66;407;01.06.2022;Прикрытие;"АО ""НТС"""
4;57152035;90;66;407;01.06.2022;Прикрытие;"АО ""НТС"""
5;57573792;66;66;408;01.06.2022;Прикрытие;"АО ""НТС"""
6;57152035;90;66;408;01.06.2022;Прикрытие;"АО ""НТС"""
7;50335462;66;66;408;01.06.2022;Раковина боковой рамы;"АО ""НТС"""
8;50217892;66;66;409;01.06.2022;Прикрытие;"АО ""НТС"""
9;50731793;66;68;409;01.06.2022;Прикрытие;?
10;57270399;90;66;410;02.06.2022;Прикрытие;"АО ""НТС"""
11;73072902;90;66;410;02.06.2022;Прикрытие;"АО ""НТС"""
12;52131596;106;66;410;02.06.2022;тонкий гребень;"АО ""НТС"""
13;70724026;62;66;410;02.06.2022;не обраб.после ремонта;"АО ""НТС"""
14;57408841;106;66;411;02.06.2022;Прикрытие;"АО ""НТС"""
15;51457125;66;65;411;02.06.2022;Прикрытие;нет соб-ка
16;73463580;90;66;412;02.06.2022;Прикрытие;нет соб-ка
17;51722346;86;66;412;02.06.2022;Прикрытие;нет соб-ка
18;73172884;90;66;412;02.06.2022;не выведен из ремонта;трансойл
19;50352921;72;65;413;03.06.2022;Прикрытие;"АО ""НТС"""
20;51044444;66;68;413;03.06.2022;Прикрытие;?
21;75101014;101;68;414;03.06.2022;Прикрытие;"АО ""НТС"""
22;51551240;66;65;414;03.06.2022;Прикрытие;?
23;50231109;81;66;414;03.06.2022;не правильная калибровка котла;"АО ""НТС"""
24;58644501;90;66;414;03.06.2022;тонкий гребень;ТРАНСОЙЛ
25;53868022;106;66;414;03.06.2022;тонкий гребень;ТРАНСОЙЛ
26;57573792;66;66;415;04.06.2022;Прикрытие;"АО ""НТС"""
27;57152035;90;66;415;04.06.2022;Прикрытие;"АО ""НТС"""
28;70724026;62;66;415;04.06.2022;не обраб.после ремонта;"АО ""НТС"""
29;57204539;106;66;415;04.06.2022;не исправен поглащ.аппарат;трансойл
30;51721892;72;66;416;04.06.2022;Прикрытие;ТРАНСОЙЛ
31;51457182;66;65;416;04.06.2022;Прикрытие;"АО ""НТС"""
32;57061301;106;66;417;04.06.2022;Прикрытие;"АО ""НТС"""
33;51618452;86;66;417;04.06.2022;Прикрытие;"АО ""НТС"""
34;54069000;66;66;417;04.06.2022;тонкий гребень;"АО ""НТС"""
35;57257164;90;66;418;04.06.2022;Прикрытие;"АО ""НТС"""
36;51852523;90;66;418;04.06.2022;Прикрытие;"АО ""НТС"""
37;58293994;66;66;419;05.06.2022;Прикрытие;
38;75033118;92;66;419;05.06.2022;Прикрытие;"АО ""НТС"""
39;51738847;86;66;421;05.06.2022;Прикрытие;?
40;51656528;85;66;421;05.06.2022;Прикрытие;"АО ""НТС"""
41;57570996;66;66;421;05.06.2022;тонкий гребень;"АО ""НТС"""
42;73103061;90;66;422;06.06.2022;Прикрытие;нет соб-ка
43;73155756;90;66;422;06.06.2022;Прикрытие;нет соб-ка
44;73978942;66;66;422;06.06.2022;тонкий гребень;"АО ""НТС"""
45;50631092;79;66;422;06.06.2022;тонкий гребень;ТРАНСОЙЛ
46;51412849;66;65;422;06.06.2022;тонкий гребень;"АО ""НТС"""
47;50786235;79;66;422;06.06.2022;тонкий гребень;"АО ""НТС"""
48;51281053;66;65;423;06.06.2022;Прикрытие;нет соб-ка
